Time,Velocity,Displacement
52.825,0.0030975689727471725,-0.06158922901304702
52.83,0.002877591457994606,-0.061574841055757036
52.835,0.00274762257121859,-0.061561102942900944
52.84,0.002612850550749441,-0.0615480386901472
52.845,0.0025096162667602446,-0.0615354906088134
52.85,0.0024531191947293534,-0.06152322501283975
52.855,0.002471995819273349,-0.06151086503374338
52.86,0.0024983661444163666,-0.061498373203021296
52.865,0.002571617588173882,-0.06148551511508042
52.87,0.0026527219980384616,-0.06147225150509024
52.875,0.0027861081461233823,-0.06145832096435962
52.88,0.0028645003744028155,-0.06144399846248761
52.885,0.002993164661245453,-0.06142903263918138
52.89,0.0030419865461984953,-0.06141382270645039
52.895,0.0031741306037702034,-0.061397952053431536
52.9,0.0031354432823748313,-0.06138227483701966
52.905,0.003104350307703895,-0.061366753085481146
52.91,0.0030739712521316706,-0.061351383229220485
52.915,0.0028851737573263774,-0.061336957360433854
52.92,0.0028000296425406833,-0.06132295721222115
52.925,0.0026195504806530425,-0.061309859459817886
52.93,0.0024683036529629205,-0.061297517941553074
52.935,0.002178628143457687,-0.061286624800835784
52.94,0.0020363681452110296,-0.06127644296010973
52.945,0.0019256504533642419,-0.06126681470784291
52.95,0.0018316934432836274,-0.06125765624062649
52.955,0.0016978107121740562,-0.06124916718706561
52.96,0.001860212510588391,-0.06123986612451268
52.965,0.00196558160360004,-0.061230038216494684
52.97,0.002167526063983827,-0.06121920058617476
52.975,0.002516860723174691,-0.06120661628255889
52.98,0.002654464093692014,-0.06119334396209044
52.985,0.0031652871923592623,-0.061177517526128634
52.99,0.0034876607600225888,-0.06116007922232852
52.995,0.003689639523754455,-0.06114163102470975
53.0,0.003924555362058516,-0.06112200824789946
53.005,0.004067675529325963,-0.06110166987025283
53.01,0.004109906942483422,-0.06108112033554042
53.015,0.0038868929692185807,-0.06106168587069433
53.02,0.003937466542315896,-0.06104199853798274
53.025,0.00381423595523674,-0.06102292735820656
53.03,0.0035475923079294194,-0.06100518939666691
53.035,0.0032568783427604792,-0.06098890500495311
53.04,0.003068116771921683,-0.0609735644210935
53.045,0.002717450632739593,-0.06095997716792981
53.05,0.0024066258087153355,-0.06094794403888623
53.055,0.002171740142258402,-0.060937085338174934
53.06,0.0018639567118986177,-0.06092776555461544
53.065,0.001515459397793915,-0.06092018825762647
53.07,0.0011525304488108506,-0.06091442560538241
53.075,0.0009449973429636471,-0.060909700618667593
53.08,0.0005733804779994752,-0.0609068337162776
53.085,0.000317777293879529,-0.0609052448298082
