Idata,Qdata,Šp“xdata
21111         ,             38373         ,             42828
22564         ,             40086         ,             42438
24327         ,             41711         ,             41824
26268         ,             43241         ,             41106
28301         ,             44694         ,             40360
30364         ,             45847         ,             39539
32418         ,             46081         ,             38412
34421         ,             45302         ,             36940
36363         ,             43837         ,             35227
38229         ,             41993         ,             33380
40001         ,             39984         ,             31491
41473         ,             37923         ,             29708
42096         ,             35893         ,             28317
41714         ,             33936         ,             27391
40583         ,             32090         ,             26834
39013         ,             30323         ,             26499
37228         ,             28663         ,             26316
35362         ,             27261         ,             26340
33504         ,             26541         ,             26870
31703         ,             26596         ,             27996
29978         ,             27316         ,             29638
28344         ,             28542         ,             31640
26801         ,             30066         ,             33800
25395         ,             31771         ,             35955
24380         ,             33548         ,             37795
24075         ,             35359         ,             39025
24515         ,             37153         ,             39607
25558         ,             38903         ,             39687
27014         ,             40571         ,             39440
28730         ,             42166         ,             39012
30595         ,             43674         ,             38491
32524         ,             45091         ,             37938
34454         ,             46440         ,             37400
36356         ,             47393         ,             36755
38202         ,             47378         ,             35784
39967         ,             46385         ,             34475
41651         ,             44752         ,             32939
43235         ,             42778         ,             31287
44719         ,             40675         ,             29602
46109         ,             38543         ,             27925
47413         ,             36448         ,             26286
48639         ,             34436         ,             24709
49786         ,             32548         ,             23222
50769         ,             30731         ,             21831
51156         ,             29039         ,             20707
50536         ,             27446         ,             19954
49011         ,             25955         ,             19533
46956         ,             24564         ,             19331
44652         ,             23261         ,             19262
42275         ,             22038         ,             19273
39930         ,             20902         ,             19341
37667         ,             19835         ,             19440
35513         ,             18834         ,             19557
33479         ,             17931         ,             19721
31576         ,             17298         ,             20100
29799         ,             17146         ,             20941
28141         ,             17617         ,             22433
26596         ,             18670         ,             24548
25149         ,             20168         ,             27109
23800         ,             21957         ,             29885
22539         ,             23917         ,             32689
21400         ,             25984         ,             35368
20472         ,             28091         ,             37741
19889         ,             30191         ,             39637
19743         ,             32250         ,             40968
20111         ,             34232         ,             41696
21018         ,             36145         ,             41876
22387         ,             37979         ,             41638
24078         ,             39722         ,             41144
25973         ,             41324         ,             40495
27982         ,             42574         ,             39679
30035         ,             43198         ,             38633
32084         ,             43024         ,             37301
34094         ,             42092         ,             35695
36050         ,             40646         ,             33901
37864         ,             38907         ,             32045
39264         ,             37036         ,             30329
39954         ,             35141         ,             28933
39781         ,             33279         ,             27940
38872         ,             31505         ,             27317
37492         ,             29792         ,             26930
35864         ,             28196         ,             26722
34131         ,             26893         ,             26765
32392         ,             26223         ,             27294
30684         ,             26302         ,             28422
29041         ,             27037         ,             30067
27479         ,             28268         ,             32068
26001         ,             29800         ,             34226
24605         ,             31521         ,             36417
23356         ,             33301         ,             38469
22499         ,             35128         ,             40153
22311         ,             36927         ,             41202
22838         ,             38691         ,             41614
23955         ,             40377         ,             41524
25477         ,             41976         ,             41121
27252         ,             43498         ,             40553
29171         ,             44898         ,             39891
31153         ,             45849         ,             39064
33139         ,             45813         ,             37884
35101         ,             44835         ,             36360
37007         ,             43252         ,             34614
38843         ,             41368         ,             32762
40584         ,             39344         ,             30878
42095         ,             37293         ,             29077
42949         ,             35287         ,             27585
42857         ,             33345         ,             26519
41912         ,             31528         ,             25866
40425         ,             29787         ,             25469
38651         ,             28174         ,             25263
36755         ,             26874         ,             25321
34835         ,             26193         ,             25858
32957         ,             26267         ,             26989
31199         ,             26997         ,             28609
29731         ,             28226         ,             30459
28807         ,             29758         ,             32151
28624         ,             31485         ,             33408
29152         ,             33272         ,             34143
30231         ,             35096         ,             34481
31669         ,             36897         ,             34552
33309         ,             38600         ,             34446
35062         ,             39757         ,             34013
36848         ,             39995         ,             33142
38614         ,             39390         ,             31899
40328         ,             38195         ,             30411
41976         ,             36676         ,             28801
43533         ,             34991         ,             27154
44988         ,             33261         ,             25534
46329         ,             31562         ,             23985
47275         ,             29893         ,             22614
47356         ,             28296         ,             21601
46456         ,             26766         ,             20964
44859         ,             25344         ,             20626
42889         ,             24024         ,             20479
40758         ,             22773         ,             20436
38595         ,             21598         ,             20462
36469         ,             20490         ,             20531
34427         ,             19478         ,             20650
32491         ,             18788         ,             21027
30665         ,             18682         ,             21946
28949         ,             19248         ,             23534
27349         ,             20401         ,             25705
25854         ,             21944         ,             28226
24461         ,             23745         ,             30904
23186         ,             25712         ,             33570
22238         ,             27757         ,             35910
21885         ,             29822         ,             37609
22255         ,             31872         ,             38552
23241         ,             33850         ,             38869
24680         ,             35789         ,             38787
26413         ,             37587         ,             38433
28316         ,             38834         ,             37732
30299         ,             39102         ,             36560
32309         ,             38544         ,             35020
34294         ,             37393         ,             33233
36220         ,             35925         ,             31336
37832         ,             34304         ,             29540
38663         ,             32651         ,             28127
38551         ,             30968         ,             27142
37690         ,             29343         ,             26531
36367         ,             27785         ,             26166
34806         ,             26311         ,             25961
33138         ,             24921         ,             25861
31462         ,             23815         ,             25987
29814         ,             23292         ,             26599
28230         ,             23496         ,             27840
26716         ,             24340         ,             29635
25287         ,             25650         ,             31786
23937         ,             27280         ,             34114
22664         ,             29091         ,             36455
21477         ,             30980         ,             38688
20475         ,             32886         ,             40665
19870         ,             34804         ,             42194
19887         ,             36664         ,             43067
20577         ,             38456         ,             43295
21815         ,             40163         ,             43044
23434         ,             41757         ,             42489
25297         ,             43132         ,             41726
27294         ,             43810         ,             40654
29352         ,             43506         ,             39196
31415         ,             42412         ,             37431
33385         ,             40839         ,             35514
34901         ,             39001         ,             33723
35580         ,             37085         ,             32331
35400         ,             35151         ,             31358
34580         ,             33270         ,             30726
33371         ,             31538         ,             30368
31967         ,             30216         ,             30371
30475         ,             29661         ,             30957
28963         ,             29872         ,             32120
27482         ,             30708         ,             33721
26050         ,             31962         ,             35573
24688         ,             33445         ,             37497
23516         ,             35077         ,             39313
22788         ,             36784         ,             40755
22738         ,             38470         ,             41590
23387         ,             40126         ,             41835
24583         ,             41718         ,             41643
26156         ,             43241         ,             41182
27958         ,             44678         ,             40574
29885         ,             45891         ,             39849
31861         ,             46401         ,             38867
33835         ,             45903         ,             37524
35780         ,             44600         ,             35883
37644         ,             42846         ,             34088
39427         ,             40859         ,             32215
41122         ,             38792         ,             30331
42535         ,             36729         ,             28567
43163         ,             34729         ,             27174
42790         ,             32795         ,             26227
41638         ,             30998         ,             25666
40026         ,             29289         ,             25336
38185         ,             27678         ,             25155
36261         ,             26179         ,             25079
34338         ,             24799         ,             25086
32481         ,             23780         ,             25346
30698         ,             23454         ,             26166
29005         ,             23851         ,             27601
27415         ,             24851         ,             29534
25922         ,             26289         ,             31782
24525         ,             27971         ,             34129
23258         ,             29813         ,             36429
22346         ,             31732         ,             38392
22050         ,             33630         ,             39724
22472         ,             35521         ,             40377
23506         ,             37360         ,             40476
24973         ,             39049         ,             40180
26717         ,             40207         ,             39478
28627         ,             40439         ,             38294
30614         ,             39804         ,             36705
32617         ,             38592         ,             34857
34592         ,             37036         ,             32868
36482         ,             35330         ,             30857
38010         ,             33577         ,             29020
38833         ,             31855         ,             27554
38773         ,             30172         ,             26522
37962         ,             28556         ,             25866
36667         ,             27012         ,             25465
35113         ,             25571         ,             25245
33443         ,             24204         ,             25126
31755         ,             22921         ,             25075
30097         ,             21745         ,             25094
28498         ,             20713         ,             25207
26969         ,             20039         ,             25630
25527         ,             19907         ,             26564
24161         ,             20419         ,             28141
22872         ,             21491         ,             30252
21665         ,             22977         ,             32678
20607         ,             24738         ,             35144
19828         ,             26654         ,             37348
19468         ,             28675         ,             39079
19641         ,             30709         ,             40178
20401         ,             32630         ,             40590
21672         ,             34146         ,             40318
23306         ,             35049         ,             39465
25174         ,             35171         ,             38084
27176         ,             34616         ,             36306
29239         ,             33590         ,             34273
31293         ,             32316         ,             32145
33173         ,             30885         ,             30068
34644         ,             29418         ,             28235
35504         ,             27945         ,             26744
35644         ,             26526         ,             25659
35097         ,             25137         ,             24928
34061         ,             23825         ,             24480
32753         ,             22573         ,             24202
31296         ,             21412         ,             24065
29789         ,             20305         ,             23996
28289         ,             19272         ,             23985
26828         ,             18418         ,             24129
25423         ,             17849         ,             24550
24085         ,             17689         ,             25407
22811         ,             18068         ,             26867
21611         ,             18985         ,             28909
20481         ,             20386         ,             31407
19433         ,             22083         ,             34057
18524         ,             24003         ,             36639
17821         ,             26037         ,             38927
17350         ,             28120         ,             40828
17151         ,             30202         ,             42286
17225         ,             32257         ,             43329
17613         ,             34237         ,             43944
18308         ,             36151         ,             44199
19296         ,             37984         ,             44148
20559         ,             39727         ,             43847
22093         ,             41375         ,             43329
23853         ,             42937         ,             42662
25783         ,             44385         ,             41894
27804         ,             45704         ,             41080
29863         ,             46757         ,             40204
31914         ,             47400         ,             39234
33924         ,             47589         ,             38162
35880         ,             47237         ,             36946
37760         ,             46383         ,             35596
39553         ,             45061         ,             34107
41248         ,             43371         ,             32506
42846         ,             41454         ,             30838
44287         ,             39420         ,             29171
45502         ,             37373         ,             27579
46428         ,             35366         ,             26109
47036         ,             33446         ,             24791
47308         ,             31634         ,             23639
47249         ,             29898         ,             22627
46877         ,             28268         ,             21764
46218         ,             26725         ,             21027
45310         ,             25301         ,             20425
44200         ,             23958         ,             19922
42919         ,             22695         ,             19509
41494         ,             21515         ,             19185
39960         ,             20428         ,             18954
38333         ,             19387         ,             18780
36626         ,             18417         ,             18687
34869         ,             17491         ,             18647
33108         ,             16650         ,             18688
31393         ,             15929         ,             18832
29737         ,             15371         ,             19134
28162         ,             15058         ,             19693
26660         ,             15057         ,             20620
25253         ,             15433         ,             22001
23923         ,             16306         ,             23995
22672         ,             17610         ,             26486
21499         ,             19264         ,             29303
20398         ,             21169         ,             32244
19373         ,             23210         ,             35104
18481         ,             25334         ,             37723
17835         ,             27478         ,             39910
17534         ,             29609         ,             41557
17693         ,             31698         ,             42582
18420         ,             33700         ,             42938
19662         ,             35642         ,             42782
21288         ,             37502         ,             42293
23168         ,             39266         ,             41621
25197         ,             40946         ,             40875
27302         ,             42513         ,             40104
29424         ,             44004         ,             39361
31526         ,             45374         ,             38646
33573         ,             46461         ,             37904
35565         ,             46835         ,             36952
37473         ,             46267         ,             35696
39292         ,             44933         ,             34182
41011         ,             43128         ,             32509
42640         ,             41122         ,             30773
44170         ,             39031         ,             29026
45608         ,             36953         ,             27311
46960         ,             34936         ,             25653
48222         ,             33008         ,             24074
49374         ,             31205         ,             22605
50142         ,             29479         ,             21316
50102         ,             27865         ,             20357
49073         ,             26355         ,             19767
47322         ,             24927         ,             19445
45185         ,             23592         ,             19299
42893         ,             22361         ,             19274
40577         ,             21200         ,             19310
38311         ,             20108         ,             19385
36137         ,             19080         ,             19484
34073         ,             18178         ,             19656
32136         ,             17639         ,             20133
30321         ,             17725         ,             21217
28628         ,             18459         ,             22969
27043         ,             19743         ,             25292
25570         ,             21395         ,             27944
24193         ,             23270         ,             30720
22900         ,             25285         ,             33484
21697         ,             27368         ,             36115
20584         ,             29453         ,             38536
19731         ,             31524         ,             40570
19434         ,             33526         ,             41930
19832         ,             35471         ,             42553
20851         ,             37341         ,             42575
22329         ,             39113         ,             42195
24104         ,             40799         ,             41598
26058         ,             42385         ,             40892
28106         ,             43880         ,             40152
30183         ,             45283         ,             39420
32248         ,             46601         ,             38722
34265         ,             47771         ,             38044
36223         ,             48257         ,             37175
38100         ,             47690         ,             35965
39887         ,             46303         ,             34480
41577         ,             44427         ,             32829
43172         ,             42326         ,             31103
44674         ,             40160         ,             29368
46084         ,             38000         ,             27656
47406         ,             35906         ,             25999
48642         ,             33913         ,             24419
49803         ,             32045         ,             22931
50885         ,             30267         ,             21521
51808         ,             28604         ,             20233
52147         ,             27031         ,             19180
51457         ,             25576         ,             18500
49863         ,             24204         ,             18125
47729         ,             22918         ,             17954
45353         ,             21725         ,             17917
42921         ,             20590         ,             17940
40521         ,             19539         ,             18020
38210         ,             18549         ,             18126
36014         ,             17633         ,             18261
33942         ,             16751         ,             18387
32006         ,             15929         ,             18521
30196         ,             15154         ,             18655
28508         ,             14450         ,             18816
26930         ,             14037         ,             19271
25464         ,             14132         ,             20321
24094         ,             14848         ,             22151
22809         ,             16129         ,             24686
21613         ,             17782         ,             27612
20488         ,             19690         ,             30704
19437         ,             21757         ,             33756
18443         ,             23906         ,             36645
17520         ,             26096         ,             39287
16651         ,             28262         ,             41646
15836         ,             30399         ,             43738
15086         ,             32477         ,             45559
14347         ,             34454         ,             47175
13672         ,             36365         ,             48577
13098         ,             38193         ,             49750
12769         ,             39926         ,             50585
12824         ,             41548         ,             50993
13406         ,             43079         ,             50900
14536         ,             44541         ,             50348
16107         ,             45896         ,             49463
17978         ,             47163         ,             48394
20047         ,             48371         ,             47242
22229         ,             49490         ,             46069
24461         ,             50545         ,             44923
26690         ,             51520         ,             43829
28895         ,             52445         ,             42803
31048         ,             53284         ,             41840
33128         ,             54098         ,             40963
35138         ,             54846         ,             40148
37061         ,             55537         ,             39399
38896         ,             56191         ,             38716
40632         ,             56801         ,             38096
42270         ,             57348         ,             37525
43813         ,             57866         ,             37008
45263         ,             58256         ,             36508
46626         ,             58311         ,             35948
47905         ,             57892         ,             35275
49101         ,             56993         ,             34478
50215         ,             55637         ,             33553
51258         ,             53948         ,             32525
52232         ,             51979         ,             31403
53140         ,             49830         ,             30211
53983         ,             47555         ,             28964
54767         ,             45217         ,             27681
55492         ,             42883         ,             26387
56164         ,             40579         ,             25094
56790         ,             38364         ,             23828
57368         ,             36240         ,             22597
57912         ,             34239         ,             21415
58410         ,             32374         ,             20298
58879         ,             30606         ,             19226
59310         ,             28934         ,             18204
59697         ,             27383         ,             17249
60078         ,             25927         ,             16340
60420         ,             24580         ,             15496
60737         ,             23358         ,             14725
61032         ,             22269         ,             14032
61303         ,             21298         ,             13411
61548         ,             20462         ,             12873
61702         ,             19729         ,             12412
61731         ,             19119         ,             12046
61609         ,             18602         ,             11761
61342         ,             18176         ,             11553
60910         ,             17832         ,             11423
60366         ,             17539         ,             11341
59706         ,             17322         ,             11325
58961         ,             17148         ,             11351
58140         ,             17024         ,             11424
57261         ,             16952         ,             11544
56326         ,             16932         ,             11712
55346         ,             16969         ,             11932
54334         ,             17061         ,             12203
53294         ,             17200         ,             12521
52222         ,             17408         ,             12905
51134         ,             17669         ,             13344
50023         ,             17990         ,             13846
48896         ,             18383         ,             14423
47751         ,             18808         ,             15049
46599         ,             19300         ,             15749
45442         ,             19840         ,             16510
44280         ,             20432         ,             17339
43120         ,             21034         ,             18202
41968         ,             21687         ,             19129
40822         ,             22356         ,             20095
39687         ,             23034         ,             21091
38562         ,             23725         ,             22121
37445         ,             24429         ,             23184
36344         ,             25113         ,             24251
35256         ,             25813         ,             25347
34185         ,             26497         ,             26446
33136         ,             27147         ,             27528
32123         ,             27793         ,             28607
31138         ,             28413         ,             29666
30191         ,             28991         ,             30687
29286         ,             29542         ,             31675
28427         ,             30057         ,             32618
27621         ,             30528         ,             33503
26872         ,             30939         ,             34317
26184         ,             31295         ,             35057
25565         ,             31589         ,             35712
25017         ,             31797         ,             36264
24544         ,             31931         ,             36716
24139         ,             31972         ,             37063
23807         ,             31925         ,             37301
23534         ,             31787         ,             37440
23320         ,             31584         ,             37492
23157         ,             31312         ,             37460
23035         ,             30993         ,             37365
22936         ,             30666         ,             37244
22860         ,             30306         ,             37081
22793         ,             29948         ,             36908
22732         ,             29610         ,             36740
22670         ,             29284         ,             36579
22603         ,             28992         ,             36441
22535         ,             28732         ,             36325
22475         ,             28520         ,             36232
22423         ,             28328         ,             36146
22382         ,             28158         ,             36064
22366         ,             28006         ,             35972
22382         ,             27859         ,             35855
22438         ,             27701         ,             35695
22538         ,             27540         ,             35493
22696         ,             27352         ,             35220
22914         ,             27133         ,             34873
23195         ,             26887         ,             34451
23534         ,             26627         ,             33970
23925         ,             26359         ,             33440
24367         ,             26081         ,             32862
24840         ,             25815         ,             32272
25345         ,             25589         ,             31692
25857         ,             25417         ,             31156
26366         ,             25338         ,             30703
26851         ,             25360         ,             30355
27302         ,             25528         ,             30154
27696         ,             25839         ,             30109
28026         ,             26318         ,             30240
28281         ,             26948         ,             30532
28451         ,             27759         ,             31006
28543         ,             28712         ,             31618
28553         ,             29808         ,             32362
28498         ,             31003         ,             33188
28388         ,             32293         ,             34077
28239         ,             33569         ,             34950
28072         ,             34874         ,             35817
27900         ,             36176         ,             36652
27745         ,             37424         ,             37414
27627         ,             38608         ,             38089
27553         ,             39666         ,             38651
27530         ,             40593         ,             39099
27572         ,             41370         ,             39422
27668         ,             41984         ,             39630
27828         ,             42448         ,             39726
28040         ,             42750         ,             39717
28296         ,             42908         ,             39618
28581         ,             42928         ,             39441
28879         ,             42814         ,             39200
29183         ,             42592         ,             38907
29486         ,             42272         ,             38572
29779         ,             41880         ,             38210
30056         ,             41423         ,             37825
30310         ,             40924         ,             37432
30538         ,             40380         ,             37031
30733         ,             39811         ,             36633
30903         ,             39214         ,             36232
31046         ,             38631         ,             35849
31165         ,             38022         ,             35462
31254         ,             37420         ,             35091
31319         ,             36847         ,             34745
31364         ,             36285         ,             34412
31391         ,             35758         ,             34105
31401         ,             35271         ,             33825
31398         ,             34830         ,             33577
31389         ,             34461         ,             33370
31376         ,             34143         ,             33193
31364         ,             33882         ,             33047
31361         ,             33687         ,             32934
31370         ,             33535         ,             32837
31402         ,             33427         ,             32752
31457         ,             33351         ,             32672
31543         ,             33301         ,             32587
31664         ,             33277         ,             32496
31818         ,             33267         ,             32393
32010         ,             33269         ,             32273
32246         ,             33288         ,             32138
32525         ,             33340         ,             31996
32830         ,             33435         ,             31866
33179         ,             33576         ,             31739
33565         ,             33784         ,             31630
33980         ,             34052         ,             31542
34421         ,             34404         ,             31490
34880         ,             34825         ,             31468
35355         ,             35328         ,             31485
35842         ,             35896         ,             31530
36336         ,             36536         ,             31610
36832         ,             37203         ,             31701
37325         ,             37907         ,             31810
37816         ,             38640         ,             31932
38305         ,             39352         ,             32041
38800         ,             40043         ,             32132
39295         ,             40696         ,             32202
39805         ,             41269         ,             32224
40329         ,             41763         ,             32201
40868         ,             42152         ,             32120
41421         ,             42423         ,             31979
41983         ,             42555         ,             31771
42552         ,             42552         ,             31500
43120         ,             42411         ,             31168
43676         ,             42125         ,             30775
44213         ,             41719         ,             30336
44720         ,             41197         ,             29856
45182         ,             40583         ,             29351
45595         ,             39897         ,             28831
45952         ,             39140         ,             28296
46243         ,             38362         ,             27775
46465         ,             37550         ,             27260
46615         ,             36741         ,             26771
46701         ,             35923         ,             26298
46716         ,             35124         ,             25857
46671         ,             34343         ,             25443
46573         ,             33571         ,             25050
46421         ,             32791         ,             24666
46233         ,             32059         ,             24317
46020         ,             31285         ,             23946
45778         ,             30507         ,             23576
45527         ,             29693         ,             23179
45270         ,             28852         ,             22757
45021         ,             27982         ,             22304
44772         ,             27090         ,             21824
44536         ,             26179         ,             21313
44312         ,             25264         ,             20782
44104         ,             24365         ,             20243
43915         ,             23503         ,             19709
43743         ,             22691         ,             19192
43586         ,             21992         ,             18742
43446         ,             21398         ,             18355
43318         ,             20962         ,             18076
43199         ,             20716         ,             17934
43084         ,             20700         ,             17964
42969         ,             20957         ,             18200
42837         ,             21508         ,             18663
42681         ,             22392         ,             19378
42491         ,             23591         ,             20327
42258         ,             25113         ,             21505
41973         ,             26867         ,             22836
41625         ,             28749         ,             24242
41210         ,             30709         ,             25685
40727         ,             32680         ,             27121
40168         ,             34586         ,             28511
39528         ,             36464         ,             29884
38813         ,             38270         ,             31217
38013         ,             39980         ,             32511
37131         ,             41611         ,             33779
36170         ,             43147         ,             35019
35126         ,             44594         ,             36241
34000         ,             45950         ,             37451
32785         ,             47207         ,             38654
31493         ,             48398         ,             39863
30132         ,             49526         ,             41078
28739         ,             50583         ,             42278
27360         ,             51557         ,             43432
26014         ,             52480         ,             44543
24716         ,             53330         ,             45594
23474         ,             54146         ,             46593
22291         ,             54897         ,             47530
21178         ,             55581         ,             48399
20133         ,             56246         ,             49214
19149         ,             56844         ,             49968
18217         ,             57393         ,             50673
17335         ,             57920         ,             51337
16496         ,             58403         ,             51959
15705         ,             58859         ,             52542
14956         ,             59269         ,             53086
14254         ,             59413         ,             53556
13580         ,             58867         ,             53907
12945         ,             57314         ,             54091
12340         ,             54989         ,             54146
11776         ,             52271         ,             54113
11234         ,             49446         ,             54040
10725         ,             46664         ,             53939
10236         ,             43994         ,             53831
9776          ,             41449         ,             53710
9340          ,             39043         ,             53582
8920          ,             36808         ,             53464
8523          ,             34705         ,             53341
8150          ,             32754         ,             53219
7878          ,             30920         ,             52994
7999          ,             29206         ,             52278
8721          ,             27624         ,             50735
10002         ,             26126         ,             48336
11704         ,             24734         ,             45274
13696         ,             23435         ,             41788
15872         ,             22225         ,             38127
18159         ,             21075         ,             34475
20488         ,             20008         ,             31025
22828         ,             19081         ,             27924
25148         ,             18672         ,             25615
27421         ,             18951         ,             24254
29632         ,             19882         ,             23702
31769         ,             21275         ,             23667
33822         ,             22996         ,             23949
35760         ,             24905         ,             24399
37099         ,             26922         ,             25177
37432         ,             28988         ,             26428
36923         ,             31045         ,             28040
35846         ,             33044         ,             29870
34446         ,             35011         ,             31826
32891         ,             36886         ,             33794
31289         ,             38447         ,             35602
29698         ,             39033         ,             36914
28152         ,             38703         ,             37778
26663         ,             37695         ,             38309
25255         ,             36306         ,             38624
24045         ,             34717         ,             38705
23464         ,             33033         ,             38229
